States,ID,Year,ID+Year,Previous,Next,Sucide_number,Sucide_Rate,Sucide_Age_adjected_rate,Past_Oriented,Future_Oriented,GSP,percapitapersonalincome,population,populationgrowthrate,unemploymentrate,Atkinson Index,Gini_Coefficient,Relative Mean Deviation,Theil Index,Top 10%,Top 1%,co2,so2,nox,presidential_election,q_climate_change,q_global_warming,q_recycling,q_disposable,nuclear_ratio,coal_ratio,geothermal_ratio,hydroelectricconventional_ratio,naturalgas_ratio,solarthermalandphotovoltaic_rati,wind_ratio,petroleum_ratio,otherbiomass_ratio,other_ratio,othergases_ratio,pumpedstorage_ratio,woodandwoodderivedfuels_ratio,electricityprice
Colorado,6,2010,62010,75,76,865,17.2,16.8,0.986842105,1.013333333,256628,41689,5.00E+06,0.47,9,0.277700454,0.609597623,0.858340561,0.835952282,0.452607095,0.18135418,4.00E+07,44876,55063,0,76,58,82,79,0,0.681363,0,0.031117,0.218101,0.000838,0.068056,0.000345,0.001143,0.001375,0,-0.002382,0.000044,9.15
Connecticut,7,2010,72010,79,75,353,9.9,9.4,1.053333333,0.949367089,233781,55216,3.60E+06,1.73,9.3,0.379884154,0.674976885,0.964531302,1.373233557,0.549530983,0.299428016,9.20E+06,2032,7092,0,50,61,60,80,0.502264,0.078094,0,0.011714,0.351298,0,0,0.012262,0.022167,0.021486,0.000418,0.000285,0.000012,17.38
Delaware,8,2010,82010,94,92,106,11.8,11.3,1.02173913,0.978723404,57628,40969,899711,1.65,8,0.242525429,0.555319548,0.790319383,0.639969766,0.40854764,0.129699707,4.20E+06,13152,4814,0,0,62,69,0,0,0.456385,0,0,0.509091,0,0.000454,0.009968,0.024103,0,0,0,0,11.97
District of Columbia,9,2010,92010,92,89,41,6.8,6.9,1.033707865,0.967391304,106615,69431,605125,0.91,10.1,0.324597538,0.643347144,0.919401705,1.044796944,0.508672297,0.230589405,190742,797,367,0,100,53,61,79,0,0,0,0,0,0,0,1,0,0,0,0,0,13.35
Florida,10,2010,102010,77,76,2789,14.8,13.7,1.013157895,0.987012987,728604,38478,1.90E+07,1.66,11.3,0.312427998,0.681594431,0.951075375,1.042726994,0.526959598,0.232327044,1.20E+08,159795,100791,0,36,51,48,79,0.10448,0.261451,0,0.000775,0.561486,0.000351,0,0.03982,0.010421,0.012368,0.000035,0,0.008812,10.58
Georgia,11,2010,112010,81,81,1133,11.7,11.7,1,1,410902,34341,9.70E+06,-1.18,10.2,0.281723142,0.632009089,0.899245739,0.79618448,0.476245642,0.161807999,8.30E+07,264774,79274,1,29,43,64,81,0.243588,0.532779,0,0.024144,0.173608,0,0,0.004656,0.000923,0.000127,0,-0.00202,0.022195,8.87
Hawaii,12,2010,122010,79,72,207,15.2,15,1.097222222,0.911392405,67285,41668,1.40E+06,5.29,6.70E+00,0.235888749,0.564963222,0.79826951,0.627037108,0.410035431,0.129321605,8.30E+06,16747,20892,0,53,56,85,0,0,0.142627,0.018512,0.006499,0,0.000163,0.024097,0.746337,0.02616,0.033581,0.002022,0,8.30E-07,25.12
Idaho,13,2010,132010,80,75,290,18.5,18.8,1.066666667,0.9375,55427,32100,1.60E+06,1.61,8.7,0.239209309,0.629140258,0.855577946,0.657345355,0.435413659,0.149499685,1.20E+06,6642,4134,1,63,60,65,0,0,0.007341,0.005975,0.761295,0.140482,0,0.036654,6.10E-06,0.001961,0.006547,0,0,0.039739,6.54E+00
Illinois,14,2010,142010,83,84,1178,9.2,9,0.988095238,1.012048193,652681,42033,1.30E+07,-0.55,1.05E+01,0.300061792,0.620457709,0.880238295,0.924619853,0.47505191,0.202376574,1.00E+08,231534,82559,0,39,52,67,87,0.477719,0.464914,0,0.000589,0.028427,0.00007,0.022119,0.000545,0.003329,0.00149,0.000798,0,6.00E-07,9.13
Indiana,15,2010,152010,79,76,864,13.3,13.1,1.039473684,0.962025316,283289,34344,6.50E+06,1.04,10,0.24711436,0.567936122,0.808747947,0.654485226,0.416504592,0.137255743,1.20E+08,384961,120437,0,45,72,71,87,0,0.897324,0,0.003624,0.051725,0,0.023438,0.001235,0.002489,0.003036,0.017128,0,0,7.67
Iowa,16,2010,162010,81,79,372,12.2,12.1,1.025316456,0.975308642,141814,39033,3.10E+06,1.41,6.3,0.229309186,0.549246192,0.775160074,0.601033509,0.399588555,0.127862722,4.70E+07,107935,49963,0,52,81,71,0,0.077391,0.717855,0,0.016487,0.022817,0,0.15946,0.002683,0.003306,0,0,0,0,7.66
Kansas,17,2010,172010,77,68,401,14.1,13.9,1.132352941,0.883116883,126347,38811,2.90E+06,1.42,7.1,0.271934301,0.591385424,0.834924757,0.801239371,0.444772393,0.166204229,3.60E+07,41048,45946,1,38,51,73,75,0.199394,0.678266,0,0.000276,0.047728,0,0.071052,0.002152,0.001133,0,0,0,0,8.35
Kentucky,18,2010,182010,77,73,631,14.5,14.2,1.054794521,0.948051948,166344,32929,4.30E+06,0.78,10.2,0.246886224,0.572080791,0.811355114,0.6776039,0.422894001,0.143166944,9.30E+07,248767,84856,1,39,68,61,69,0,0.927062,0,0.026271,0.018741,0,0,0.023263,0.000925,0.000157,0.000027,0,0.003554,6.73
Louisiana,19,2010,192010,83,82,557,12.3,12.3,1.012195122,0.987951807,232879,37199,4.50E+06,1.19,7.4,0.277683288,0.620917916,0.879475892,0.814925313,0.468093783,0.170990437,5.90E+07,125805,75394,1,27,43,45,86,0.181167,0.232529,0,0.010777,0.499044,0,0,0.031888,0.000723,0.005435,0.015174,0,0.023263,7.8
Maine,20,2010,202010,75,60,186,14,13.2,1.25,0.8,51470,37213,1.30E+06,0.69,8.2,0.233059615,0.551414728,0.782617986,0.608579397,0.406746894,0.127971888,4.90E+06,12419,8413,0,77,63,60,0,0,0.005123,0,0.223894,0.492025,0,0.029332,0.016,0.015483,0.018973,0,0,0.199168,12.84
Maryland,21,2010,212010,85,88,502,8.7,8.3,0.965909091,1.035294118,316164,50035,5.80E+06,1.54,7.9,0.264510691,0.574038088,0.818649769,0.732918441,0.411039174,0.155946285,2.60E+07,45090,24897,0,62,54,71,92,0.320909,0.542758,0,0.038237,0.066433,1.80E-06,0.000034,0.007394,0.009343,0.006189,0.004924,0,0.003777,12.71
Massachusetts,22,2010,222010,77,75,598,9.1,8.8,1.026666667,0.974025974,399603,51487,6.60E+06,-0.46,8.3,0.327435821,0.629451156,0.898770571,1.067650557,0.486567616,0.231160268,2.00E+07,34938,17308,0,50,42,57,82,0.138251,0.194041,0,0.023276,0.597637,0.000022,0.000516,0.006909,0.02629,0.018003,0,-0.007875,0.00293,14.26
Michigan,23,2010,232010,80,82,1263,12.8,12.5,0.975609756,1.025,387730,35082,9.90E+06,-0.94,12.7,0.269901276,0.597329557,0.852393866,0.755665779,0.439279467,0.152264833,7.40E+07,253812,88864,0,48,68,64,87,0.265569,0.588109,0,0.011211,0.109808,0,0.00323,0.003425,0.007193,0.002973,0.00268,-0.009167,0.014968,9.88
Minnesota,24,2010,242010,76,75,606,11.4,11.2,1.013333333,0.986842105,272244,42572,5.30E+06,0.84,7.4,0.272314698,0.589850903,0.831101596,0.789673984,0.438660741,0.17107822,3.30E+07,56597,44268,0,45,53,93,75,0.251127,0.523243,0,0.015659,0.08088,0,0.089281,0.000579,0.017055,0.004801,0,0,0.017376,8.41
Mississippi,25,2010,252010,77,69,388,13.1,13,1.115942029,0.896103896,94649,30834,3.00E+06,0.61,10.6,0.26134488,0.607101977,0.854411066,0.795482755,0.45235911,0.171671346,2.70E+07,59043,30607,1,0,45,39,0,0.176982,0.250132,0,0,0.543594,0,0,0.001496,0.000018,0.00016,0.00003,0,0.02759,8.59
Missouri,26,2010,262010,80,74,856,14.3,14,1.081081081,0.925,257924,36606,6.00E+06,0.14,9.30E+00,0.26566714,0.589468062,0.834841192,0.775295913,0.443976551,0.162670568,7.90E+07,232804,56116,0,31,50,69,86,0.097451,0.812965,0,0.016675,0.050804,0,0.010026,0.001364,0.000671,0.00035,0.000076,0.009616,1.30E-06,7.78
Montana,27,2010,272010,83,74,227,22.9,21.8,1.121621622,0.891566265,37520,34612,990527,1.59,6.7,0.258422881,0.612588406,0.853232384,0.735403657,0.441397637,0.159165263,2.00E+07,22033,21197,0,96,66,68,0,0,0.624367,0,0.316022,0.001917,0,0.031225,0.013712,0,0.00944,0.000064,0,0.003253,7.84
Nebraska,28,2010,282010,81,81,193,10.6,10.4,1,1,91131,39926,1.80E+06,1.85,4.7,0.264026135,0.58454138,0.821466982,0.792291403,0.438776582,0.167158782,2.40E+07,64875,40030,1,45,60,77,0,0.301784,0.637804,0,0.035868,0.010238,0,0.011511,0.000842,0.001952,0,0,0,0,7.52
Nevada,29,2010,292010,72,70,547,20.3,19.8,1.028571429,0.972222222,120579,36657,2.70E+06,2.28,13.8,0.301135659,0.681822062,0.925096452,1.081083536,0.512485862,0.242570534,1.70E+07,7161,15267,0,42,53,66,78,0,0.199091,0.058889,0.061381,0.673989,0.006172,0,0.000317,0,0,0.000161,0,0,9.73
New Hampshire,30,2010,302010,76,69,196,14.9,14.1,1.101449275,0.907894737,62622,44963,1.30E+06,-0.6,6.2,0.277910948,0.582541287,0.826960266,0.842498362,0.432093114,0.173592255,5.60E+06,33808,6267,0,78,54,67,0,0.491534,0.138883,0,0.06657,0.241704,0,0.00341,0.003229,0.005712,0.002563,0,0,0.046394,14.84
New Jersey,31,2010,312010,84,82,719,8.2,7.7,1.024390244,0.976190476,497733,50941,8.80E+06,1.09,9.6,0.30513972,0.623285294,0.890681386,0.905007482,0.467217594,0.195624053,1.90E+07,13954,14986,0,32,47,64,84,0.498935,0.097711,0,0.000276,0.37913,0.000321,0.000193,0.003578,0.012428,0.008758,0.00162,-0.00295,0,14.68
New Mexico,32,2010,322010,77,69,413,20.1,20.1,1.115942029,0.896103896,83798,33175,2.10E+06,2.75,8,0.251850426,0.589547038,0.835067511,0.694487512,0.435626,0.143110171,2.90E+07,15032,55818,0,72,65,67,0,0,0.706668,0,0.005986,0.234806,0.000246,0.050541,0.001376,0.000377,0,0,0,0,8.4
New York,33,2010,332010,87,89,1547,8,7.7,0.97752809,1.022988506,1.20E+06,49582,1.90E+07,-0.73,8.6,0.368135959,0.684081435,0.970228076,1.318841338,0.552057743,0.292133361,4.20E+07,61722,44052,0,49,52,49,88,0.305703,0.099172,0,0.185977,0.357148,0,0.018955,0.014639,0.012201,0.006074,0,-0.003864,0.003996,16.41
North Carolina,34,2010,342010,78,74,1174,12.3,12,1.054054054,0.948717949,420876,35435,9.60E+06,1.9,10.8,0.253848135,0.584496915,0.832972944,0.696440279,0.441012412,0.142915756,7.30E+07,130673,57407,0,42,54,62,82,0.316599,0.559155,0,0.036965,0.065646,0.000088,0,0.00228,0.001518,0.003166,0,0,0.014583,8.67
North Dakota,35,2010,352010,93,81,106,15.8,15.6,1.148148148,0.870967742,35482,43275,674344,4.25,3.8,0.25971055,0.573902845,0.807802558,0.743075073,0.432807475,0.162288219,3.10E+07,115641,52011,1,0,72,63,0,0,0.819298,0,0.058784,0.000471,0,0.117896,0.0011,0.000357,0.001072,0.001023,0,0,7.11
Ohio,36,2010,362010,79,82,1439,12.5,12.2,0.963414634,1.037974684,494695,36199,1.20E+07,0.02,10,0.246740893,0.559850752,0.794233024,0.675728917,0.420975745,0.142638952,1.20E+08,610245,122434,0,36,58,74,85,0.110063,0.820539,0,0.002988,0.049637,0.000089,0.000088,0.010045,0.001921,0.000084,0.00177,0,0.002777,9.14
Oklahoma,37,2010,372010,79,73,618,16.5,16.5,1.082191781,0.924050633,154062,35912,3.80E+06,1.96,6.9,0.266427934,0.592691064,0.837950289,0.787469387,0.452567905,0.168656796,5.00E+07,84805,71029,1,32,45,51,61,0,0.435638,0,0.038876,0.469776,0,0.052706,0.00025,0.001343,0,0,-0.002116,0.003527,7.59
Oregon,38,2010,382010,77,66,685,17.9,17.1,1.166666667,0.857142857,190800,35898,3.80E+06,0.3,10.8,0.245250449,0.582881272,0.823074758,0.65825069,0.42582196,0.134887159,1.00E+07,15862,14666,0,64,55,100,85,0,0.074853,0,0.554035,0.283911,0,0.071109,0.000062,0.003717,0.000849,0,0,0.011463,7.56
Pennsylvania,39,2010,392010,85,84,1576,12.4,11.9,1.011904762,0.988235294,590830,41635,1.30E+07,0.84,8.5,0.278543234,0.591243207,0.837779641,0.810069501,0.449243605,0.169099405,1.20E+08,387433,135887,0,39,60,66,87,0.338749,0.480384,0,0.010151,0.146756,0.000034,0.00807,0.002487,0.007436,0.003676,0.0024,-0.003081,0.002937,10.31
Rhode Island,40,2010,402010,82,73,129,12.3,12.3,1.123287671,0.890243902,49265,43013,1.10E+06,-0.05,11.7,0.264552295,0.578735948,0.82376647,0.749389827,0.431527287,0.151727512,3.20E+06,49,2919,0,52,57,59,0,0,0,0,0.000479,0.979914,0,0.000404,0.001507,0.017697,0,0,0,0,14.07
South Carolina,41,2010,412010,78,72,637,13.8,13.5,1.083333333,0.923076923,163836,32669,4.60E+06,1.65,11.1,0.246880367,0.576095104,0.82129091,0.66547823,0.431751668,0.140011832,4.10E+07,105821,29832,1,37,48,67,100,0.49915,0.36169,0,0.022817,0.104915,0,0,0.001831,0.001258,0.000587,0,-0.008974,0.016726,8.49
South Dakota,42,2010,422010,82,76,140,17.2,17.5,1.078947368,0.926829268,38940,40613,816211,0.47,5.1,0.266740441,0.599277198,0.834734797,0.802053452,0.449932307,0.175805241,3.60E+06,11912,11717,1,0,67,55,0,0,0.328197,0,0.521293,0.013404,0,0.136497,0.000609,0,0,0,0,0,7.82
Tennessee,43,2010,432010,73,72,943,14.9,14.6,1.013888889,0.98630137,253987,35426,6.40E+06,0.96,9.9,0.271421045,0.595158577,0.846112967,0.805666029,0.458262593,0.169197604,4.80E+07,137764,32911,1,30,49,57,90,0.336851,0.530309,0,0.098821,0.027959,0,0.000493,0.002634,0.000402,0.000031,0.000163,-0.008761,0.011097,8.61
Texas,44,2010,442010,78,75,2891,11.5,11.7,1.04,0.961538462,1.20E+06,38065,2.50E+07,1.87,8.2,0.30766499,0.630669713,0.898750067,0.983102798,0.496907622,0.213784188,2.50E+08,430123,203537,1,28,44,58,77,0.100403,0.364767,0,0.003065,0.453934,0.00002,0.063764,0.001721,0.001324,0.000823,0.007993,0,0.002186,9.34
Utah,45,2010,452010,75,71,473,17.1,18.3,1.056338028,0.946666667,119249,32447,2.80E+06,-0.36,8.1,0.250403643,0.591795683,0.823046505,0.716328263,0.431129009,0.154571891,3.60E+07,25495,68088,1,46,64,59,0,0,0.806101,0.006555,0.016462,0.152793,0,0.010596,0.001192,0.001333,0.00411,0.000857,0,0,6.94
Vermont,46,2010,462010,47,54,106,16.9,15.7,0.87037037,1.14893617,26570,40134,625793,0.65,6.4,0.245222136,0.573492706,0.813354671,0.640628695,0.418524653,0.130497783,8016,38,665,0,45,28,38,0,0.722429,0,0,0.203458,0.000571,0,0.002098,0.000681,0.003789,0,0,0,0.066974,13.24
Virginia,47,2010,472010,96,100,963,12,11.7,0.96,1.041666667,421325,44836,8.00E+06,1.8,7.1,0.276242703,0.590557158,0.844526589,0.790336013,0.429273337,0.164727271,4.00E+07,119828,48812,0,25,24,31,42,0.364166,0.348917,0,0.02056,0.232972,0,0,0.017719,0.011174,0.005675,0,-0.020429,0.019246,8.69
Washington,48,2010,482010,75,68,957,14.2,13.9,1.102941176,0.906666667,360680,42547,6.70E+06,1.17,9.9,0.260812193,0.591880143,0.830704868,0.755818725,0.430946559,0.164085433,1.40E+07,14174,20614,0,51,51,75,80,0.08931,0.082408,0,0.659965,0.100116,0,0.045854,0.000314,0.001898,0.000602,0.002822,0.000515,0.016197,6.66
West Virginia,49,2010,492010,92,87,279,15.1,14.1,1.057471264,0.945652174,66111,3.18E+04,1.90E+06,1.89,8.5,0.232687578,0.543012142,0.777435243,0.601011634,0.396299094,0.126294553,7.40E+07,105270,49153,1,0,100,64,0,0,0.967305,0,0.016925,0.001728,0,0.011625,0.001913,0,7.70E-06,0.000496,0,0,7.45
Wisconsin,50,2010,502010,82,77,793,13.9,13.4,1.064935065,0.93902439,254242,38728,5.70E+06,0.61,8.5,0.254746556,0.575419664,0.811914861,0.726998448,0.423410505,0.153611317,4.70E+07,144871,48766,0,48,59,78,85,0.206501,0.624572,0,0.032837,0.085468,0,0.016924,0.011169,0.007897,0.000987,2.80E-07,0,0.013646,9.78
Wyoming,51,2010,512010,75,83,131,23.2,22.4,0.903614458,1.106666667,40274,45025,564222,3.67,7,0.338646531,0.655813038,0.902728796,1.297942281,0.5113464,0.281652719,4.60E+07,67422,61363,1,0,76,77,0,0,0.893333,0,0.021278,0.009538,0,0.067474,0.001167,0,0.00141,0.005799,0,0,6.2
Alabama,1,2011,12011,93,88,654,13.6,13.2,1.056818182,0.946236559,181848,35010,4.80E+06,0.34,8.5,0.261214107,0.588539958,0.842134416,0.745986044,0.443394005,0.1516518,7.60E+07,195481,64716,1,24,55,53,80,0.251735,0.36336,0,0.056823,0.304985,0,0,0.00077,0.000063,0.002447,0.001865,0,0.017953,9.1
Alaska,2,2011,22011,87,76,143,19.8,20,1.144736842,0.873563218,58581,48181,723375,1.33,7.6,0.257019699,0.566811025,0.81307286,0.647994459,0.400258988,0.126725316,4.30E+06,2728,17268,1,76,76,64,0,0,0.095529,0,0.195712,0.568536,0,0.001811,0.137534,0.000478,0,0.000399,0,0,16.08
Arizona,3,2011,32011,84,77,"1,160",17.9,17.8,1.090909091,0.916666667,258187,35512,6.50E+06,0.94,9.4,0.258941978,0.62422508,0.872325659,0.736066997,0.455101728,0.151814729,5.40E+07,29710,52782,1,34,69,58,74,0.289274,0.404182,0,0.084847,0.215053,0.000771,0.002364,0.000492,0.000433,0.000136,0,0.001119,0.001328,9.71
Arkansas,4,2011,42011,92,79,462,15.7,16,1.164556962,0.858695652,115582,34089,2.90E+06,0.56,8,0.267884552,0.610838592,0.857684076,0.811956227,0.456506371,0.168904871,3.60E+07,80361,41347,1,27,83,53,85,0.231529,0.479846,0,0.048246,0.211176,0,0,0.000911,0.001321,0.000529,0,0.000562,0.02588,7.43
California,5,2011,52011,94,92,"3,996",10.6,10.4,1.02173913,0.978723404,2.00E+06,44749,3.80E+07,0.9,11.8,0.317378342,0.670676231,0.947026134,1.008313894,0.504684806,0.218421713,4.80E+07,2741,81366,0,34,69,75,93,0.182581,0.009871,0.06251,0.211934,0.443086,0.004426,0.038604,0.004535,0.012872,0.004566,0.008302,-0.000442,0.017154,13.05
Colorado,6,2011,62011,86,80,913,17.8,17.5,1.075,0.930232558,266243,44183,5.10E+06,1.39,8.50E+00,0.288620532,0.620719671,0.874931455,0.886061311,0.461447895,0.19003503,4.00E+07,42529,51062,0,48,74,78,74,0,0.660179,0,0.040492,0.198052,0.002034,0.10111,0.000432,0.001196,0.001234,0,-0.004732,3.40E-06,9.39
Connecticut,7,2011,72011,92,82,370,10.3,9.8,1.12195122,0.891304348,235121,57547,3.60E+06,0.27,8.9,0.372226834,0.675004661,0.963308692,1.295086026,0.544537663,0.275457412,8.20E+06,880,6139,0,39,78,53,97,0.472003,0.015582,0,0.016815,0.450083,0,0,0.004914,0.019525,0.020888,0,0.000166,0.000025,16.35
Delaware,8,2011,82011,95,85,105,11.6,11,1.117647059,0.894736842,58612,42696,907985,0.92,7.4,0.246989831,0.563826799,0.802976668,0.650152445,0.411089808,0.131034166,3.90E+06,8441,4189,0,37,73,64,0,0,0.220782,0,0,0.717941,0.001256,0.000732,0.005727,0.021962,0,0.031601,0,0,11.48
District of Columbia,9,2011,92011,86,100,37,6,5.5,0.86,1.162790698,110702,74103,619624,2.4,10.2,0.325804323,0.637367368,0.915362775,1.045096755,0.510775268,0.224495873,175076,656,371,0,86,49,48,71,0,0,0,0,0.354446,0,0,0.645554,0,0,0,0,0,12.81
Florida,10,2011,102011,88,92,"2,880",15.1,13.9,0.956521739,1.045454545,736347,40215,1.90E+07,1.26,10.3,0.319309711,0.685197949,0.956235051,1.078201532,0.53207922,0.237214059,1.10E+08,113046,82935,0,26,68,46,85,0.099215,0.234305,0,0.00082,0.614543,0.000567,0,0.014786,0.010523,0.015255,0.000028,0,0.009957,10.61
Georgia,11,2011,112011,88,89,"1,157",11.8,11.7,0.988764045,1.011363636,421564,36422,9.80E+06,1,9.9,0.279281855,0.63586092,0.904859602,0.789418995,0.478398263,0.160314277,7.10E+07,236889,75152,1,22,57,65,75,0.258969,0.482242,0,0.021684,0.212776,0,0,0.004419,0.000956,0.000223,0,-0.00588,0.024611,9.61
Hawaii,12,2011,122011,87,80,181,13.2,12.8,1.0875,0.91954023,69755,42989,1.40E+06,0.97,6.5,0.234673366,0.566436291,0.801706433,0.603799939,0.40599075,0.12032599,8.10E+06,16872,20037,0,56,92,77,100,0,0.132798,0.020879,0.008686,0,0.000335,0.031782,0.738942,0.029154,0.034137,0.003287,0,0,31.59
Idaho,13,2011,132011,88,74,281,17.7,18.2,1.189189189,0.840909091,56956,33677,1.60E+06,0.84,8.4,0.244749293,0.628989637,0.861503005,0.673210382,0.437737942,0.147489697,824805,4725,2897,1,62,86,76,77,0,0.005034,0.003832,0.809039,0.067038,0,0.078864,1.60E-06,0.002874,0.004685,0,0,0.028631,6.44E+00
Illinois,14,2011,142011,92,92,"1,226",9.5,9.3,1,1,676911,44169,1.30E+07,0.13,9.70E+00,0.302066237,0.629042983,0.892360389,0.914349079,0.474959821,0.196317285,1.00E+08,207202,73047,0,28,70,62,88,0.480317,0.451195,0,0.000704,0.029854,0.00007,0.031144,0.000422,0.003196,0.001498,0.001597,0,2.60E-06,8.97
Indiana,15,2011,152011,93,85,881,13.5,13.5,1.094117647,0.913978495,292032,36367,6.50E+06,0.41,8.8,0.253696799,0.578805506,0.824021041,0.674644887,0.422670782,0.136787459,1.10E+08,346798,119803,0,35,85,74,91,0,0.852791,0,0.003347,0.082403,0,0.026901,0.010911,0.002748,0.003022,0.017877,0,0,8.01
Iowa,16,2011,162011,88,79,422,13.8,13.9,1.113924051,0.897727273,148997,42656,3.10E+06,0.45,5.8,0.235475555,0.555401921,0.784176946,0.614115655,0.403448075,0.12511088,4.40E+07,101233,44201,0,33,86,59,80,0.092515,0.678163,0,0.016415,0.017583,0,0.189974,0.002502,0.002849,0,0,0,0,7.56
Kansas,17,2011,172011,90,79,394,13.7,13.8,1.139240506,0.877777778,135336,42098,2.90E+06,0.37,6.5,0.277808189,0.596198559,0.843283892,0.811700642,0.448152274,0.167511955,3.50E+07,35728,40995,1,34,74,70,92,0.161352,0.697883,0,0.000325,0.055888,0,0.08201,0.001246,0.001295,0,0,0,0,8.89
Kentucky,18,2011,182011,87,86,675,15.4,15.2,1.011627907,0.988505747,172517,34568,4.40E+06,0.44,9.5,0.244844183,0.574400663,0.816267729,0.645862222,0.420407504,0.133032188,9.30E+07,225925,85102,1,32,90,62,83,0,0.931928,0,0.030191,0.015714,0,0,0.01764,0.000966,0.000091,0,0,0.00347,7.17
Louisiana,19,2011,192011,88,92,573,12.5,12.5,0.956521739,1.045454545,242666,38501,4.60E+06,0.66,7.2,0.266026616,0.59379375,0.851093292,0.736931205,0.44915098,0.149536386,6.30E+07,117904,77683,1,23,59,47,88,0.157502,0.233457,0,0.009897,0.51495,0,0,0.044625,0.000674,0.004167,0.012249,0,0.02248,7.68
Maine,20,2011,202011,79,68,235,17.7,16.6,1.161764706,0.860759494,51756,38802,1.30E+06,0.04,7.7,0.234998181,0.559244454,0.793599129,0.603452504,0.408882797,0.123744212,4.40E+06,12281,7962,0,63,84,63,81,0,0.003454,0,0.249096,0.43051,0,0.044238,0.011116,0.017318,0.024444,0,0,0.219825,12.58
Maryland,21,2011,212011,97,94,558,9.6,9.2,1.031914894,0.969072165,326237,52191,5.80E+06,0.92,7.3,0.268941164,0.580660284,0.827881098,0.747494519,0.415030926,0.156447247,2.40E+07,48756,25315,0,48,80,63,94,0.344287,0.503585,0,0.06091,0.055255,0.000065,0.006474,0.005475,0.009084,0.00714,0.003698,0,0.004028,11.93
Massachusetts,22,2011,222011,91,87,585,8.9,8.4,1.045977011,0.956043956,413716,54235,6.60E+06,0.66,7.3,0.331461996,0.636647999,0.910080492,1.068818927,0.489710927,0.226930022,1.60E+07,21922,14062,0,45,67,57,90,0.133629,0.106657,0,0.030187,0.68164,0.000125,0.001613,0.005164,0.027306,0.022586,0,-0.011568,0.002662,14.11
Michigan,23,2011,232011,93,89,"1,221",12.4,12.2,1.04494382,0.956989247,400924,37163,9.90E+06,-0.02,10.4,0.273996025,0.604525149,0.86479491,0.748232722,0.442217678,0.145635799,6.90E+07,235343,81979,0,36,84,59,84,0.30127,0.53997,0,0.012433,0.118916,0,0.004181,0.00314,0.007578,0.003327,0.002466,-0.008656,0.015376,10.4
Minnesota,24,2011,242011,88,79,683,12.8,12.5,1.113924051,0.897727273,285669,45220,5.30E+06,0.69,6.5,0.27180177,0.59053719,0.834709108,0.766247213,0.43462947,0.16336605,3.30E+07,52459,41421,0,32,64,100,81,0.225123,0.531977,0,0.014046,0.063079,0,0.126613,0.000714,0.017549,0.006814,0,0,0.014085,8.65
Mississippi,25,2011,252011,85,75,389,13.1,13.1,1.133333333,0.882352941,96224,32108,3.00E+06,0.26,10.6,0.237922087,0.582598865,0.825301409,0.619380414,0.426441163,0.13276805,2.30E+07,48347,26293,1,25,62,41,78,0.200438,0.188539,0,0,0.581056,0,0,0.000705,0.000064,0.000059,0,0,0.02914,8.78
Missouri,26,2011,262011,90,80,933,15.5,15.3,1.125,0.888888889,259894,38016,6.00E+06,0.23,8.50E+00,0.269024014,0.596675575,0.845908761,0.771444857,0.44657892,0.157138199,8.10E+07,189516,60751,0,28,71,73,85,0.098774,0.825451,0,0.012491,0.047938,0,0.012418,0.000841,0.000655,0.000225,0,0.001204,4.90E-07,8.32
Montana,27,2011,272011,92,76,232,23.2,22.5,1.210526316,0.826086957,40250,36890,9.98E+05,0.71,6.5,0.257712036,0.615734518,0.86034739,0.71030879,0.440496057,0.149489909,1.70E+07,17982,17369,0,70,86,74,0,0,0.499716,0,0.418071,0.01388,0,0.041992,0.015289,0,0.01105,6.50E-07,0,0,8.23
Nebraska,28,2011,282011,91,88,193,10.5,10.5,1.034090909,0.967032967,98237,43721,1.80E+06,0.65,4.5,0.257821709,0.579825759,0.818107665,0.725762486,0.429714829,0.148074195,2.70E+07,68014,41342,1,28,69,71,73,0.192081,0.719357,0,0.044805,0.011799,0,0.029114,0.001031,0.001812,0,0,0,0,7.88
Nevada,29,2011,292011,81,88,516,18.9,18.4,0.920454545,1.086419753,123365,37445,2.70E+06,0.54,13.2,0.288167983,0.680855036,0.922153175,0.980193675,0.502000093,0.219008401,1.50E+07,4790,11989,0,28,64,58,74,0,0.169317,0.067201,0.068593,0.683913,0.009119,0,0.000445,0,0.001184,0.000227,0,0,8.97
New Hampshire,30,2011,302011,83,76,689,7.8,7.5,1.092105263,0.915662651,64122,47664,1.30E+06,0.11,5.5,0.278895199,0.587695062,0.835911214,0.819283009,0.42987898,0.166752353,5.10E+06,22542,5163,0,56,85,63,95,0.416766,0.110047,0,0.079977,0.331785,0,0.003294,0.003863,0.005385,0.003181,0,0,0.045703,14.74
New Jersey,31,2011,312011,93,91,420,20.2,20.3,1.021978022,0.978494624,504078,53323,8.80E+06,0.39,9.3,0.311006516,0.628908038,0.901143789,0.916160166,0.474401355,0.192620173,1.70E+07,4929,13140,0,31,83,70,93,0.519467,0.064227,0,0.000377,0.389542,0.001065,0.000163,0.00256,0.013542,0.009948,0.002151,-0.003042,0,14.3
New Mexico,32,2011,322011,84,73,"1,658",8.5,8.2,1.150684932,0.869047619,87334,34763,2.10E+06,0.63,7.6,0.248010665,0.588465989,0.835686564,0.653205037,0.430612832,0.131366149,3.10E+07,16167,57192,0,52,87,67,79,0,0.710845,0,0.005101,0.224351,0.003347,0.055119,0.00099,0.000247,0,0,0,0,8.74
